id,nome,data_nascimento,sexo,peso_kg,altura_m
2577,pessoa_2707,2012-03-25,F,47.4,1.53
2578,pessoa_4790,1932-01-27,M,72.1,1.78
2579,pessoa_1588,2004-04-28,M,60.9,1.62
2580,pessoa_3660,2011-10-03,M,55.8,1.53
2581,pessoa_1732,2010-04-22,M,51.8,1.64
2582,pessoa_4765,1942-11-27,M,77.9,1.75
2583,pessoa_4225,1967-03-25,F,62.7,1.73
2584,pessoa_3682,2010-02-23,F,70.1,1.65
2585,pessoa_1792,1981-08-08,M,68.9,1.71
2586,pessoa_2356,1990-07-03,M,52.4,1.7
2587,pessoa_1941,1997-09-15,F,74.0,1.65
2588,pessoa_703,2022-04-14,F,17.3,0.96
2589,pessoa_2443,1999-01-27,F,58.0,1.65
2590,pessoa_4376,1932-08-05,F,70.2,1.6
2591,pessoa_497,2022-09-26,M,17.2,0.95
2592,pessoa_465,2023-05-29,F,7.3,0.68
2593,pessoa_4072,1995-02-04,F,47.2,1.57
2594,pessoa_4334,1946-05-23,F,46.1,1.56
2595,pessoa_173,2025-03-18,F,4.9,0.72
2596,pessoa_4944,1932-11-10,F,63.8,1.55
2597,pessoa_4797,1940-10-02,F,54.8,1.65
2598,pessoa_2541,1978-11-23,M,60.6,1.75
2599,pessoa_3263,1989-11-18,M,90.2,1.69
2600,pessoa_4681,1964-01-11,M,102.7,1.65
2601,pessoa_2261,1968-10-29,M,60.9,1.63
2602,pessoa_2113,1990-03-10,M,65.9,1.67
2603,pessoa_901,2016-05-22,F,30.5,1.3
2604,pessoa_1447,1994-10-10,M,86.1,1.79
2605,pessoa_3574,1971-07-20,F,60.7,1.63
2606,pessoa_742,2018-01-21,F,31.5,1.28
2607,pessoa_2294,1998-09-01,M,48.6,1.62
2608,pessoa_2453,1981-12-29,F,59.3,1.56
2609,pessoa_2623,2011-10-05,M,59.1,1.59
2610,pessoa_4079,1988-01-08,M,68.1,1.73
2611,pessoa_1207,1968-03-28,M,70.3,1.62
2612,pessoa_510,2024-09-17,M,8.0,0.66
2613,pessoa_2621,2012-01-21,M,43.7,1.65
2614,pessoa_2803,1971-06-13,M,130.6,1.75
2615,pessoa_3314,1986-03-05,M,62.8,1.68
2616,pessoa_1550,1984-05-28,M,73.6,1.74
2617,pessoa_4564,1953-04-14,M,102.4,1.72
2618,pessoa_2203,1991-10-18,F,71.2,1.64
2619,pessoa_2567,1967-08-27,F,56.2,1.64
2620,pessoa_3893,1993-09-02,M,66.2,1.58
2621,pessoa_2045,2010-07-19,M,55.9,1.64
2622,pessoa_768,2019-09-23,M,26.4,1.12
2623,pessoa_4873,1945-03-04,F,43.2,1.53
2624,pessoa_3739,1993-03-19,F,57.6,1.69
2625,pessoa_422,2020-10-19,M,16.5,0.96
2626,pessoa_124,2019-05-26,F,19.1,1.18
2627,pessoa_4163,1968-12-31,F,98.5,1.72
2628,pessoa_2629,2007-10-18,F,64.0,1.68
2629,pessoa_820,2026-04-13,M,9.4,0.47
2630,pessoa_1404,1976-09-07,M,67.6,1.8
2631,pessoa_1383,1973-06-27,M,47.5,1.69
2632,pessoa_2149,1997-09-11,M,81.4,1.72
2633,pessoa_1576,1993-11-23,M,66.2,1.69
2634,pessoa_1639,1980-05-05,M,84.0,1.82
2635,pessoa_1796,1999-12-07,F,63.9,1.65
2636,pessoa_4816,1943-02-03,F,54.0,1.51
2637,pessoa_400,2016-02-06,F,37.9,1.36
2638,pessoa_2311,1972-09-27,M,74.8,1.75
2639,pessoa_883,2021-01-12,M,18.4,1.12
2640,pessoa_4974,1935-12-28,M,72.4,1.68
2641,pessoa_2898,1974-09-21,F,62.4,1.65
2642,pessoa_1353,1997-08-07,M,95.8,1.58
2643,pessoa_2743,2008-10-15,F,55.3,1.68
2644,pessoa_4551,1951-11-26,M,65.2,1.69
2645,pessoa_2131,2003-03-29,F,54.6,1.53
2646,pessoa_983,2020-04-01,M,20.8,1.15
2647,pessoa_457,2014-08-08,M,35.5,1.49
2648,pessoa_4120,1996-10-09,M,68.7,1.73
2649,pessoa_1080,1978-05-16,F,87.8,1.62
2650,pessoa_1951,2002-01-09,F,50.7,1.54
2651,pessoa_4315,1943-09-19,M,96.5,1.71
2652,pessoa_690,2017-10-13,F,22.9,1.22
2653,pessoa_2430,1987-03-12,M,72.0,1.76
2654,pessoa_642,2026-04-08,F,11.2,0.47
2655,pessoa_2393,1988-10-01,M,71.5,1.75
2656,pessoa_1954,1984-02-10,M,69.6,1.58
2657,pessoa_2749,2011-04-27,M,71.9,1.47
2658,pessoa_4314,1961-10-21,F,76.5,1.6
2659,pessoa_3436,1973-05-04,F,67.6,1.66
2660,pessoa_3337,1980-07-17,F,62.4,1.68
2661,pessoa_4767,1932-09-01,F,50.5,1.64
2662,pessoa_3371,1977-02-09,F,47.3,1.41
2663,pessoa_1885,2003-10-07,F,46.2,1.52
2664,pessoa_390,2015-07-24,F,36.0,1.37
2665,pessoa_2495,2007-08-16,M,46.9,1.6
2666,pessoa_3879,1975-06-07,M,79.8,1.79
2667,pessoa_3857,2009-05-04,F,38.0,1.39
2668,pessoa_846,2025-04-18,M,5.4,0.66
2669,pessoa_543,2014-12-27,F,52.4,1.52
2670,pessoa_92,2014-11-22,M,28.0,1.34
2671,pessoa_3890,1978-06-17,F,65.0,1.68
2672,pessoa_1980,2011-04-10,F,48.8,1.46
2673,pessoa_2813,1995-12-16,F,58.6,1.56
2674,pessoa_4083,1996-03-23,F,55.3,1.53
2675,pessoa_2903,1995-09-28,F,90.3,1.59
2676,pessoa_2530,1966-10-27,F,124.6,1.71
2677,pessoa_1677,1998-08-16,F,55.7,1.58
2678,pessoa_1049,1971-06-25,F,76.3,1.67
2679,pessoa_1961,2010-02-17,M,60.4,1.83
2680,pessoa_2531,1971-07-03,M,121.0,1.69
2681,pessoa_3993,1993-04-28,M,69.8,1.67
2682,pessoa_238,2019-10-03,F,18.7,1.06
2683,pessoa_3098,1989-03-23,F,65.4,1.58
2684,pessoa_3489,2012-02-06,F,63.5,1.61
2685,pessoa_1134,1993-02-08,M,83.0,1.66
2686,pessoa_1806,2001-01-21,M,50.0,1.84
2687,pessoa_4318,1943-07-08,M,88.1,1.62
2688,pessoa_164,2020-04-01,F,22.5,1.19
2689,pessoa_3493,2009-01-15,F,58.0,1.61
2690,pessoa_4710,1950-01-28,F,56.9,1.54
2691,pessoa_4631,1943-06-15,M,57.9,1.59
2692,pessoa_3454,1969-05-26,M,105.1,1.84
2693,pessoa_3200,1989-02-07,F,56.1,1.49
2694,pessoa_3635,1999-07-03,F,72.5,1.69
2695,pessoa_3940,1988-01-07,M,125.6,1.76
2696,pessoa_1812,1989-01-31,F,60.6,1.61
2697,pessoa_3650,1987-10-28,F,69.4,1.56
2698,pessoa_4050,1976-10-25,M,41.5,1.58
2699,pessoa_1429,1971-08-19,F,72.1,1.61
2700,pessoa_3614,1999-09-29,M,59.1,1.61
2701,pessoa_3132,1974-09-22,F,74.0,1.7
2702,pessoa_3397,2008-12-16,M,55.1,1.68
2703,pessoa_4461,1939-05-14,F,55.5,1.54
2704,pessoa_4650,1937-04-06,M,58.8,1.62
2705,pessoa_2821,1997-07-29,F,42.2,1.48
2706,pessoa_1453,1983-06-23,M,71.6,1.65
2707,pessoa_594,2017-07-12,M,23.7,1.18
2708,pessoa_42,2024-07-08,F,7.5,0.71
2709,pessoa_561,2020-11-23,F,21.5,1.01
2710,pessoa_3274,1966-07-06,F,68.8,1.62
2711,pessoa_3245,1981-06-10,M,61.3,1.71
2712,pessoa_244,2025-01-19,M,7.1,0.69
2713,pessoa_1340,1988-05-06,F,47.7,1.67
2714,pessoa_2781,1973-09-07,F,105.2,1.6
2715,pessoa_3188,2013-07-12,F,32.4,1.31
2716,pessoa_3800,1998-10-30,M,61.4,1.73
2717,pessoa_1443,2007-11-24,F,66.9,1.61
2718,pessoa_262,2025-02-25,M,7.6,0.7
2719,pessoa_2765,1974-09-10,M,56.9,1.7
2720,pessoa_1690,2012-03-22,M,54.8,1.65
2721,pessoa_1726,1996-01-04,M,59.3,1.74
2722,pessoa_4793,1935-03-23,F,58.8,1.55
2723,pessoa_835,2019-06-17,F,25.6,1.19
2724,pessoa_1867,1979-04-13,F,63.8,1.58
2725,pessoa_2497,2003-04-08,F,75.4,1.61
2726,pessoa_2011,1971-05-28,F,64.8,1.61
2727,pessoa_341,2014-10-17,F,35.8,1.44
2728,pessoa_2989,1972-12-08,M,44.9,1.7
2729,pessoa_1602,1989-09-04,F,67.6,1.6
2730,pessoa_3876,2002-12-13,M,71.3,1.65
2731,pessoa_4695,1961-05-15,F,81.7,1.67
2732,pessoa_481,2020-01-29,M,27.7,1.16
2733,pessoa_2826,2000-03-14,F,60.8,1.56
2734,pessoa_4330,1965-03-04,M,70.9,1.75
2735,pessoa_3541,1975-10-17,M,55.4,1.76
2736,pessoa_4639,1934-04-02,M,71.6,1.66
2737,pessoa_3047,2013-05-05,F,40.1,1.45
2738,pessoa_3991,2005-02-05,M,61.8,1.56
2739,pessoa_1767,2012-03-17,F,62.0,1.52
2740,pessoa_4474,1933-08-08,M,78.1,1.58
2741,pessoa_2454,2001-05-12,M,71.2,1.76
2742,pessoa_2878,2005-09-07,M,50.5,1.69
2743,pessoa_3816,1986-04-30,F,61.0,1.69
2744,pessoa_4017,1971-11-08,F,53.9,1.55
2745,pessoa_4678,1937-10-03,M,81.5,1.73
2746,pessoa_3680,2009-12-26,F,52.3,1.43
2747,pessoa_1272,1978-01-11,F,69.4,1.68
2748,pessoa_3078,1997-01-24,F,110.4,1.71
2749,pessoa_4502,1955-02-15,F,63.2,1.56
2750,pessoa_3095,1986-05-05,M,71.5,1.77
2751,pessoa_4654,1943-08-25,M,67.4,1.68
2752,pessoa_348,2015-05-30,M,35.2,1.4
2753,pessoa_3882,1975-01-15,F,56.0,1.59
2754,pessoa_4624,1962-11-12,F,46.1,1.41
2755,pessoa_2563,1995-03-22,M,71.8,1.69
2756,pessoa_4591,1957-08-27,M,91.1,1.78
2757,pessoa_1424,1979-08-19,F,47.4,1.57
2758,pessoa_657,2023-12-13,M,14.5,0.91
2759,pessoa_2103,1972-05-22,M,116.6,1.78
2760,pessoa_633,2024-05-07,M,9.0,0.65
2761,pessoa_2893,1979-12-17,F,62.6,1.5
2762,pessoa_2494,1986-07-14,F,52.5,1.61
2763,pessoa_2666,1975-07-19,M,72.7,1.85
2764,pessoa_4016,1971-04-19,F,56.0,1.63
2765,pessoa_3663,1976-03-13,M,84.4,1.74
2766,pessoa_3308,2007-07-17,F,89.6,1.58
2767,pessoa_3097,1971-10-20,M,77.5,1.73
2768,pessoa_3920,1984-11-27,F,64.4,1.5
2769,pessoa_2501,1994-04-01,M,76.4,1.8
2770,pessoa_1466,1976-01-18,M,50.3,1.61
2771,pessoa_2834,2004-02-27,M,65.3,1.7
2772,pessoa_116,2016-07-26,F,23.2,1.16
2773,pessoa_1822,2008-06-11,M,59.3,1.66
2774,pessoa_1495,1981-01-05,M,60.2,1.71
2775,pessoa_2402,2000-10-10,M,91.6,1.82
2776,pessoa_1233,1986-04-01,F,57.7,1.57
2777,pessoa_2662,1981-06-22,M,61.7,1.75
2778,pessoa_4101,1987-10-16,F,62.0,1.58
2779,pessoa_4574,1930-12-01,M,63.2,1.82
2780,pessoa_1154,1991-08-09,F,45.9,1.66
2781,pessoa_3849,1966-12-15,F,52.9,1.6
2782,pessoa_58,2014-06-28,F,35.6,1.41
2783,pessoa_4105,1976-07-15,F,69.8,1.58
2784,pessoa_4289,1936-11-04,M,63.4,1.62
2785,pessoa_4946,1960-07-13,M,104.4,1.69
2786,pessoa_1736,1992-06-03,F,66.9,1.55
2787,pessoa_2197,2012-10-01,F,56.1,1.4
2788,pessoa_3554,2003-02-26,F,63.4,1.61
2789,pessoa_2476,2005-09-22,F,51.8,1.53
2790,pessoa_2565,2002-12-20,F,79.9,1.58
2791,pessoa_3159,1986-11-28,M,61.1,1.75
2792,pessoa_4035,2010-04-02,F,44.3,1.56
2793,pessoa_3656,1970-01-28,M,81.3,1.86
2794,pessoa_708,2018-12-01,M,17.2,1.11
2795,pessoa_4281,1933-02-28,M,86.4,1.76
2796,pessoa_1094,1975-06-06,M,78.1,1.84
2797,pessoa_4840,1947-09-04,F,74.6,1.59
2798,pessoa_1377,1975-02-24,F,50.4,1.62
2799,pessoa_4914,1963-08-02,F,67.2,1.6
2800,pessoa_73,2022-11-22,M,15.6,0.99
2801,pessoa_1923,2006-03-19,M,93.4,1.76
2802,pessoa_3174,1970-02-23,F,65.2,1.79
2803,pessoa_1765,1983-10-25,M,65.8,1.74
2804,pessoa_744,2025-08-18,F,10.2,0.52
2805,pessoa_4319,1944-08-02,M,74.9,1.66
2806,pessoa_1006,1987-10-10,M,63.9,1.71
2807,pessoa_2669,2013-06-15,F,46.4,1.47
2808,pessoa_1191,1968-07-10,F,56.5,1.62
2809,pessoa_4632,1955-04-01,M,76.8,1.6
2810,pessoa_2602,1979-02-26,M,72.2,1.75
2811,pessoa_1126,1995-04-21,M,75.9,1.76
2812,pessoa_1242,1989-11-17,F,51.5,1.67
2813,pessoa_4607,1934-06-29,F,57.0,1.57
2814,pessoa_4131,1984-06-16,F,50.5,1.49
2815,pessoa_3443,2013-01-06,M,69.3,1.71
2816,pessoa_999,2018-05-02,F,23.5,1.21
2817,pessoa_3387,1968-11-27,M,108.0,1.68
2818,pessoa_2685,1973-10-02,M,73.3,1.62
2819,pessoa_1578,1968-01-15,M,53.2,1.57
2820,pessoa_4791,1948-09-04,M,48.8,1.52
2821,pessoa_1827,1990-05-23,F,53.7,1.61
2822,pessoa_3293,1992-11-19,M,140.2,1.85
2823,pessoa_4990,1932-04-28,F,88.4,1.64
2824,pessoa_3537,1979-03-27,F,58.6,1.62
2825,pessoa_441,2020-06-05,F,16.7,1.05
2826,pessoa_4952,1959-02-27,F,61.7,1.5
2827,pessoa_1101,1982-01-16,F,76.5,1.43
2828,pessoa_4011,1990-03-19,F,116.1,1.74
2829,pessoa_3059,1985-03-22,M,106.9,1.79
2830,pessoa_650,2021-01-07,M,22.1,1.07
2831,pessoa_1547,1985-05-05,M,70.0,1.84
2832,pessoa_4757,1931-08-10,F,77.7,1.7
2833,pessoa_3561,1971-07-05,M,94.6,1.83
2834,pessoa_3887,1991-09-01,F,75.0,1.6
2835,pessoa_3742,1988-04-20,F,46.4,1.47
2836,pessoa_631,2026-03-05,M,9.2,0.46
2837,pessoa_673,2016-04-14,F,55.4,1.4
2838,pessoa_1250,1981-10-17,M,83.1,1.72
2839,pessoa_483,2020-06-12,F,23.4,1.08
2840,pessoa_1585,1992-07-22,M,60.4,1.69
2841,pessoa_3075,2007-03-03,M,66.5,1.67
2842,pessoa_4628,1931-02-07,M,75.1,1.67
2843,pessoa_3039,1996-11-01,F,61.3,1.65
2844,pessoa_1463,2008-05-15,F,63.9,1.61
2845,pessoa_3930,1982-04-20,M,50.7,1.63
2846,pessoa_3622,2012-03-23,M,54.2,1.54
2847,pessoa_2579,2007-08-05,F,55.2,1.65
2848,pessoa_3802,1979-05-03,F,89.4,1.55
2849,pessoa_50,2019-05-13,M,26.1,1.19
2850,pessoa_4290,1940-08-14,F,59.6,1.56
2851,pessoa_3345,2007-08-07,M,81.6,1.7
2852,pessoa_859,2024-08-14,M,9.7,0.7
2853,pessoa_1073,2000-01-17,M,55.7,1.76
2854,pessoa_720,2014-08-10,F,32.3,1.4
2855,pessoa_3718,1974-02-24,F,84.3,1.61
2856,pessoa_2632,1986-08-24,M,53.2,1.62
2857,pessoa_4874,1944-10-25,F,65.5,1.52
2858,pessoa_1661,1973-02-12,M,91.0,1.82
2859,pessoa_1657,1971-10-05,M,55.6,1.66
2860,pessoa_2426,1967-07-15,M,76.0,1.75
2861,pessoa_3525,1992-01-11,M,119.9,1.76
2862,pessoa_4230,1969-11-25,M,81.9,1.77
2863,pessoa_4975,1936-09-17,M,67.2,1.74
2864,pessoa_3310,2002-07-30,M,110.9,1.76
2865,pessoa_4477,1943-02-19,F,71.1,1.55
2866,pessoa_3306,1995-01-12,M,84.5,1.81
2867,pessoa_4752,1950-10-19,F,96.2,1.61
2868,pessoa_4127,1995-05-26,F,94.3,1.75
2869,pessoa_2607,1979-10-03,M,82.0,1.71
2870,pessoa_1386,1999-11-04,F,59.4,1.54
2871,pessoa_3836,2005-10-15,M,63.5,1.79
2872,pessoa_1400,2005-09-17,F,77.3,1.71
2873,pessoa_1196,1986-07-07,F,64.9,1.63
2874,pessoa_1409,2008-11-05,F,44.3,1.58
2875,pessoa_3825,1984-08-27,M,80.9,1.78
2876,pessoa_1799,1974-09-08,F,69.1,1.63
2877,pessoa_1476,1983-02-05,F,84.0,1.76
2878,pessoa_4966,1966-01-21,F,66.1,1.56
2879,pessoa_36,2023-02-22,M,18.6,0.96
2880,pessoa_3542,2012-04-21,M,50.5,1.74
2881,pessoa_2346,1977-02-12,F,67.6,1.72
2882,pessoa_4679,1959-10-10,F,81.3,1.69
2883,pessoa_2360,2003-04-17,F,51.4,1.62
2884,pessoa_2207,1979-04-06,F,61.9,1.71
2885,pessoa_3768,1989-03-10,F,45.8,1.72
2886,pessoa_1287,2005-02-17,F,66.6,1.7
2887,pessoa_350,2025-07-28,M,7.7,0.48
2888,pessoa_2138,2012-11-09,F,51.6,1.5
2889,pessoa_2692,1975-02-25,M,88.3,1.83
2890,pessoa_4561,1958-12-07,M,60.1,1.67
2891,pessoa_3968,1967-07-01,F,56.2,1.68
2892,pessoa_1682,1979-05-20,M,67.8,1.69
2893,pessoa_4835,1948-05-31,F,73.4,1.61
2894,pessoa_1444,2009-02-05,F,51.6,1.57
2895,pessoa_3244,1980-02-27,M,75.9,1.81
2896,pessoa_1672,2001-11-22,F,77.7,1.67
2897,pessoa_3837,2011-04-06,M,36.7,1.48
2898,pessoa_1180,2012-07-02,F,46.0,1.42
2899,pessoa_2799,2006-01-29,F,74.4,1.67
2900,pessoa_1693,1990-09-02,F,71.2,1.63
2901,pessoa_3957,2007-06-01,M,55.9,1.66
2902,pessoa_373,2016-04-30,M,25.1,1.25
2903,pessoa_3611,1995-04-04,M,87.8,1.77
2904,pessoa_1917,2007-07-30,F,67.0,1.56
2905,pessoa_1358,1973-06-25,F,65.6,1.67
2906,pessoa_1826,1991-12-06,F,61.0,1.61
2907,pessoa_787,2025-07-22,M,9.7,0.55
2908,pessoa_470,2022-04-01,F,18.9,1.0
2909,pessoa_141,2025-09-13,F,8.7,0.47
2910,pessoa_789,2025-09-17,F,8.8,0.49
2911,pessoa_324,2020-10-02,F,17.9,1.06
2912,pessoa_51,2025-06-04,F,6.3,0.49
2913,pessoa_715,2016-11-09,F,26.3,1.4
2914,pessoa_4890,1940-03-27,M,68.2,1.62
2915,pessoa_2841,1974-09-21,F,71.5,1.65
2916,pessoa_2447,2008-02-27,M,61.1,1.75
2917,pessoa_4814,1957-12-08,F,68.6,1.59
2918,pessoa_4420,1945-01-10,M,71.4,1.72
2919,pessoa_4597,1932-11-21,M,82.6,1.72
2920,pessoa_3016,1990-12-09,M,72.7,1.72
2921,pessoa_2667,2005-01-01,F,46.3,1.56
2922,pessoa_407,2017-06-27,F,34.0,1.16
2923,pessoa_3725,1995-09-02,F,74.9,1.7
2924,pessoa_1005,2000-07-06,M,75.6,1.68
2925,pessoa_3788,1971-10-06,F,57.6,1.62
2926,pessoa_891,2024-09-17,F,7.3,0.66
2927,pessoa_2412,1996-09-05,M,110.7,1.64
2928,pessoa_2546,2007-01-10,M,91.6,1.72
2929,pessoa_4834,1945-08-02,M,59.7,1.7
2930,pessoa_2391,1996-05-18,F,64.9,1.56
2931,pessoa_3941,2010-03-25,F,57.4,1.51
2932,pessoa_43,2022-08-16,F,13.4,0.86
2933,pessoa_2831,1972-11-19,M,68.1,1.77
2934,pessoa_3966,2005-09-20,F,56.5,1.53
2935,pessoa_304,2023-01-13,M,12.2,0.83
2936,pessoa_4514,1945-06-14,M,82.2,1.63
2937,pessoa_3748,1990-03-04,M,45.3,1.65
2938,pessoa_665,2026-03-26,M,11.0,0.51
2939,pessoa_1178,1973-07-03,F,67.0,1.78
2940,pessoa_2677,1968-04-12,M,66.8,1.81
2941,pessoa_1948,1981-05-07,F,50.9,1.57
2942,pessoa_2502,1978-07-19,M,99.4,1.69
2943,pessoa_1474,1979-09-23,M,92.7,1.68
2944,pessoa_3484,1978-11-07,F,50.9,1.52
2945,pessoa_3521,2003-07-09,F,67.9,1.65
2946,pessoa_2133,2012-07-26,F,52.1,1.55
2947,pessoa_1027,1967-04-12,F,61.7,1.66
2948,pessoa_962,2024-12-16,M,7.5,0.67
2949,pessoa_2890,1983-02-05,M,62.1,1.67
2950,pessoa_3135,1994-01-10,F,55.0,1.59
2951,pessoa_2010,1999-03-05,M,55.6,1.55
2952,pessoa_2150,1973-01-22,F,57.9,1.62
2953,pessoa_3324,1974-04-22,M,40.2,1.59
2954,pessoa_2339,1995-08-18,M,97.0,1.8
2955,pessoa_3889,1987-03-21,M,60.1,1.67
2956,pessoa_305,2015-11-27,M,43.9,1.3
2957,pessoa_1441,1974-07-18,M,83.4,1.72
2958,pessoa_1497,2010-01-21,M,82.0,1.76
2959,pessoa_2653,1988-10-15,F,76.4,1.6
2960,pessoa_2876,1973-06-24,F,58.9,1.63
2961,pessoa_917,2020-05-23,F,21.2,1.07
2962,pessoa_4183,2003-06-10,M,76.7,1.76
2963,pessoa_3722,1995-12-14,F,70.5,1.71
2964,pessoa_2773,1983-08-30,M,60.2,1.72
2965,pessoa_1625,1967-05-25,F,63.4,1.68
2966,pessoa_3838,2002-06-09,M,89.0,1.78
2967,pessoa_822,2023-04-09,F,10.3,0.84
2968,pessoa_3965,1989-04-30,F,56.7,1.64
2969,pessoa_1355,1985-01-26,F,51.8,1.55
2970,pessoa_4498,1958-08-03,M,67.9,1.72
2971,pessoa_851,2021-06-26,F,23.5,1.12
2972,pessoa_1001,1967-05-02,M,83.7,1.81
2973,pessoa_3378,1971-08-22,F,53.7,1.46
2974,pessoa_19,2020-02-05,F,20.1,1.14
2975,pessoa_1638,1991-02-22,F,42.2,1.53
2976,pessoa_1668,2010-07-24,F,48.1,1.66
2977,pessoa_494,2021-12-08,M,19.8,0.95
2978,pessoa_1348,1996-12-09,M,78.4,1.64
2979,pessoa_3728,1974-07-28,M,93.9,1.68
2980,pessoa_4826,1937-04-14,M,78.6,1.71
2981,pessoa_3615,1984-05-17,F,66.5,1.73
2982,pessoa_3482,2004-11-11,M,72.3,1.76
2983,pessoa_688,2019-12-14,F,23.9,1.17
2984,pessoa_3732,2014-01-29,F,48.6,1.55
2985,pessoa_1609,1997-08-26,M,67.9,1.72
2986,pessoa_4085,1997-05-20,F,42.7,1.68
2987,pessoa_3403,1994-03-26,M,71.2,1.65
2988,pessoa_1010,1974-12-04,F,86.7,1.77
2989,pessoa_2409,1996-02-22,M,80.1,1.78
2990,pessoa_1093,1976-01-11,F,53.2,1.54
2991,pessoa_1328,1992-06-27,M,65.7,1.71
2992,pessoa_1678,2008-05-15,M,60.3,1.75
2993,pessoa_2000,2005-05-21,F,89.2,1.69
2994,pessoa_1311,2006-08-16,M,73.2,1.74
2995,pessoa_3259,2001-03-05,F,57.4,1.61
2996,pessoa_1988,1981-07-15,F,63.7,1.62
2997,pessoa_3649,1976-05-17,M,64.1,1.64
2998,pessoa_345,2014-12-26,F,31.2,1.42
2999,pessoa_4483,1931-10-07,F,96.9,1.54
3000,pessoa_987,2024-06-02,M,10.1,0.61
3001,pessoa_4545,1937-10-08,F,71.9,1.55
3002,pessoa_3808,1977-08-29,F,67.9,1.66
3003,pessoa_4524,1933-08-15,F,58.0,1.58
3004,pessoa_4003,1994-11-08,F,75.3,1.59
3005,pessoa_3092,1994-03-06,M,63.8,1.75
3006,pessoa_3962,1974-06-13,F,78.2,1.71
3007,pessoa_1143,1982-03-12,F,53.3,1.41
3008,pessoa_2359,2003-09-27,M,60.5,1.72
3009,pessoa_1199,1984-12-17,M,102.4,1.75
3010,pessoa_86,2018-10-09,M,26.4,1.16
3011,pessoa_1519,1977-05-31,M,57.9,1.67
3012,pessoa_517,2025-11-27,M,10.9,0.5
3013,pessoa_1382,2013-05-01,M,45.7,1.45
3014,pessoa_2717,1967-09-05,F,63.2,1.74
3015,pessoa_3085,1969-04-07,M,81.8,1.86
3016,pessoa_1015,2000-09-14,M,51.7,1.74
3017,pessoa_129,2016-08-29,F,33.1,1.37
3018,pessoa_1365,1981-12-05,F,44.5,1.56
3019,pessoa_3624,2012-09-18,F,77.0,1.57
3020,pessoa_4971,1940-06-04,M,88.1,1.77
3021,pessoa_892,2016-12-18,F,28.1,1.29
3022,pessoa_2794,1967-03-03,M,70.5,1.79
3023,pessoa_4239,1982-08-10,M,72.2,1.79
3024,pessoa_1360,2009-07-26,F,58.6,1.57
3025,pessoa_308,2018-04-05,M,27.4,1.26
3026,pessoa_1662,1966-12-03,F,73.8,1.66
3027,pessoa_2432,1976-10-30,F,67.2,1.6
3028,pessoa_3935,1974-05-16,F,74.2,1.74
3029,pessoa_1318,1973-06-16,M,73.0,1.69
3030,pessoa_4304,1939-02-12,M,65.7,1.63
3031,pessoa_2475,1972-12-01,F,65.8,1.55
3032,pessoa_2543,1980-10-23,F,65.6,1.68
3033,pessoa_1247,1975-05-17,M,84.9,1.81
3034,pessoa_1209,2013-07-25,M,64.3,1.72
3035,pessoa_217,2022-11-03,F,12.5,0.86
3036,pessoa_4293,1938-03-03,F,57.5,1.58
3037,pessoa_3063,2012-02-01,M,47.7,1.71
3038,pessoa_1240,1977-08-06,M,49.8,1.67
3039,pessoa_2290,1973-12-12,M,75.1,1.74
3040,pessoa_2741,2007-01-20,F,72.3,1.74
3041,pessoa_276,2022-01-28,M,16.7,1.03
3042,pessoa_490,2021-07-25,M,12.7,0.93
3043,pessoa_1036,2006-04-23,M,74.8,1.74
3044,pessoa_1230,2006-02-12,M,80.9,1.81
3045,pessoa_4586,1959-06-02,M,64.6,1.64
3046,pessoa_1009,2000-02-22,F,54.9,1.59
3047,pessoa_4690,1933-01-23,F,59.5,1.63
3048,pessoa_4027,1974-04-19,M,62.2,1.75
3049,pessoa_3183,2011-11-16,M,35.7,1.46
3050,pessoa_2533,1969-04-13,M,66.4,1.8
3051,pessoa_4170,1995-09-11,F,88.5,1.66
3052,pessoa_1059,2008-11-02,M,54.2,1.7
3053,pessoa_2167,2003-07-14,F,73.5,1.67
3054,pessoa_4579,1940-04-27,F,65.9,1.54
3055,pessoa_282,2014-08-16,F,43.3,1.46
3056,pessoa_3566,1979-04-27,M,73.2,1.76
3057,pessoa_1317,2014-03-19,F,73.3,1.59
3058,pessoa_4979,1930-11-11,M,82.1,1.62
3059,pessoa_969,2025-03-20,F,7.8,0.68
3060,pessoa_3127,2007-07-05,F,54.2,1.52
3061,pessoa_3921,1996-11-02,F,67.8,1.61
3062,pessoa_3167,1983-07-25,M,76.8,1.84
3063,pessoa_3520,2001-11-17,F,66.5,1.67
3064,pessoa_620,2023-10-27,F,10.7,0.86
3065,pessoa_3347,2003-09-07,M,97.6,1.63
3066,pessoa_1743,2009-12-17,M,72.1,1.79
3067,pessoa_1391,1973-01-30,M,54.6,1.81
3068,pessoa_4051,2012-05-26,M,54.9,1.59
3069,pessoa_1848,1986-04-11,M,67.8,1.59
3070,pessoa_1580,1972-06-14,F,77.5,1.66
3071,pessoa_1656,1981-07-18,M,74.2,1.78
3072,pessoa_2353,1967-09-15,F,78.0,1.75
3073,pessoa_2213,1974-03-31,M,73.3,1.54
3074,pessoa_2021,1980-03-12,F,67.0,1.69
3075,pessoa_4973,1963-07-30,M,99.4,1.69
3076,pessoa_1957,1986-08-30,F,76.4,1.78
3077,pessoa_1308,1988-02-10,F,57.2,1.61
3078,pessoa_2004,1987-12-27,F,50.6,1.56
